NAPS ID	Province	City	Year	Year_lag	Latitude	Longitude	Elevation	Pollutant	variable	value	Year_beeyear_lag	seasons	mean_spring	mean_summer	mean_fall	mean_winter	test	mean_value
119004	YU	Whitehorse	2016	2017	60.71971893310547	-135.0587463	640	O3	January	22	2016	Winter	36.333333333333336	23.333333333333332	22	23	2016_YU_O3	26.166666666666668
119004	YU	Whitehorse	2016	2017	60.71971893310547	-135.0587463	640	PM2.5	January	4	2016	Winter	6	5.333333333333333	3.5	5	2016_YU_PM2.5	5.090909090909091
90120	AB	Edmonton	2017	2018	53.50022125244141	-113.5260544	681	CO	January	0.32	2017	Winter	0.22825	0.14717948717948717	0.1794871794871795	0.2337142857142857	2017_AB_CO	0.19640522875816993
90120	AB	Edmonton	2017	2018	53.50022125244141	-113.5260544	681	NO	January	8	2017	Winter	1.4609375	1.044776119402985	3.5413533834586466	4.333333333333333	2017_AB_NO	2.5996204933586338
90120	AB	Edmonton	2017	2018	53.50022125244141	-113.5260544	681	NO2	January	19	2017	Winter	4.796875	3.470149253731343	6.135338345864661	10.201492537313433	2017_AB_NO2	6.166351606805293
90120	AB	Edmonton	2017	2018	53.50022125244141	-113.5260544	681	NOX	January	27	2017	Winter	6.3515625	4.529850746268656	9.646616541353383	14.432835820895523	2017_AB_NOX	8.765595463137997
90120	AB	Edmonton	2017	2018	53.50022125244141	-113.5260544	681	O3	January	19	2017	Winter	31.605263157894736	25.54310344827586	16.96638655462185	24.823529411764707	2017_AB_O3	24.655982905982906
90120	AB	Edmonton	2017	2018	53.50022125244141	-113.5260544	681	PM2.5	January	7	2017	Winter	10.09016393442623	4.904	4.642857142857143	5.701612903225806	2017_AB_PM2.5	6.309859154929577
90120	AB	Edmonton	2017	2018	53.50022125244141	-113.5260544	681	SO2	January	0.5	2017	Winter	0.6977272727272728	0.6566176470588235	0.6737226277372262	0.6854961832061068	2017_AB_SO2	0.6781716417910448
100110	BC	Metro Van - Burnaby	2017	2018	49.27921295166016	-122.9707108	104	CO	January	0.27	2017	Winter	0.2040909090909091	0.16938461538461538	0.2053030303030303	0.2613846153846154	2017_BC_CO	0.21
100103	BC	Metro Van - New Westminster	2017	2018	49.22704315185547	-122.8944855	45	NO	January	29	2017	Winter	3.109375	3.147286821705426	5.496	9.465648854961833	2017_BC_NO	5.3235867446393765
100103	BC	Metro Van - New Westminster	2017	2018	49.22704315185547	-122.8944855	45	NO2	January	24	2017	Winter	7.4609375	6.186046511627907	7.976	12.51908396946565	2017_BC_NO2	8.557504873294347
100103	BC	Metro Van - New Westminster	2017	2018	49.22704315185547	-122.8944855	45	NOX	January	53	2017	Winter	13.166666666666666	12.166666666666666	16.333333333333332	27.97222222222222	2017_BC_NOX	17.40972222222222
100103	BC	Metro Van - New Westminster	2017	2018	49.22704315185547	-122.8944855	45	O3	January	8	2017	Winter	25.155038759689923	18.77952755905512	14.713178294573643	18.3203125	2017_BC_O3	19.24561403508772
100110	BC	Metro Van - Burnaby	2017	2018	49.27921295166016	-122.9707108	104	PM10	January	5	2017	Winter	12.521739130434783	11.015384615384615	11.107692307692307	10.5625	2017_BC_PM10	11.32319391634981
100103	BC	Metro Van - New Westminster	2017	2018	49.22704315185547	-122.8944855	45	PM2.5	January	7	2017	Winter	5.2	4.119496855345912	5.529411764705882	8.164556962025317	2017_BC_PM2.5	5.746456692913386
100110	BC	Metro Van - Burnaby	2017	2018	49.27921295166016	-122.9707108	104	SO2	January	0.3	2017	Winter	1.405511811023622	1.4595419847328244	1.2748091603053435	1.8333333333333333	2017_BC_SO2	1.4946257197696737
70119	MB	Winnipeg	2017	2018	49.89799118041992	-97.14653015	229	CO	January	NA	2017	Winter	0.1725	0.1575	0.3775	0.39	2017_MB_CO	0.2476923076923077
70119	MB	Winnipeg	2017	2018	49.89799118041992	-97.14653015	229	NO	January	6	2017	Winter	2.1666666666666665	2	4.333333333333333	4.25	2017_MB_NO	3.142857142857143
70119	MB	Winnipeg	2017	2018	49.89799118041992	-97.14653015	229	NO2	January	14	2017	Winter	5.5	4	5.666666666666667	11.25	2017_MB_NO2	6.285714285714286
70119	MB	Winnipeg	2017	2018	49.89799118041992	-97.14653015	229	NOX	January	20	2017	Winter	7.833333333333333	5.4	9.833333333333334	15.5	2017_MB_NOX	9.285714285714286
70119	MB	Winnipeg	2017	2018	49.89799118041992	-97.14653015	229	O3	January	20	2017	Winter	29.642857142857142	19.6	14.333333333333334	26.09090909090909	2017_MB_O3	22.46153846153846
70119	MB	Winnipeg	2017	2018	49.89799118041992	-97.14653015	229	PM10	January	6	2017	Winter	16.666666666666668	11.5	9.454545454545455	7.75	2017_MB_PM10	11.377777777777778
70118	MB	Winnipeg	2017	2018	49.93207168579102	-97.11316681	227	PM2.5	January	5	2017	Winter	6.133333333333334	5.25	4.384615384615385	4.6	2017_MB_PM2.5	5.109090909090909
70119	MB	Winnipeg	2017	2018	49.89799118041992	-97.14653015	229	SO2	January	0.3	2017	Winter	1.6111111111111112	1.2375	0.7571428571428571	2.9666666666666663	2017_MB_SO2	1.5833333333333333
40103	NB	Fredericton	2017	2018	45.95731735229492	-66.64672089	21	CO	January	0.4	2017	Winter	0.1925	0.14444444444444446	0.16555555555555557	0.2288888888888889	2017_NB_CO	0.18257142857142858
40103	NB	Fredericton	2017	2018	45.95731735229492	-66.64672089	21	NO	January	1	2017	Winter	0.7647058823529411	0.8333333333333334	1.5	1.5	2017_NB_NO	1.1549295774647887
40103	NB	Fredericton	2017	2018	45.95731735229492	-66.64672089	21	NO2	January	4	2017	Winter	2.823529411764706	2.6666666666666665	2.888888888888889	4.388888888888889	2017_NB_NO2	3.1971830985915495
40103	NB	Fredericton	2017	2018	45.95731735229492	-66.64672089	21	NOX	January	6	2017	Winter	3.7058823529411766	3.4444444444444446	4.5	6	2017_NB_NOX	4.422535211267606
40103	NB	Fredericton	2017	2018	45.95731735229492	-66.64672089	21	O3	January	27	2017	Winter	31.576923076923077	21.444444444444443	19.22222222222222	30.8	2017_NB_O3	25.60952380952381
40103	NB	Fredericton	2017	2018	45.95731735229492	-66.64672089	21	PM2.5	January	6	2017	Winter	5.083333333333333	6.5	5.958333333333333	6.083333333333333	2017_NB_PM2.5	5.90625
40203	NB	Saint John	2017	2018	45.30876159667969	-66.0083847	41	SO2	January	0.3	2017	Winter	1.209090909090909	1.375	0.8250000000000001	0.5916666666666667	2017_NB_SO2	0.9957446808510638
10102	NL	St. John's	2017	2018	47.56037902832031	-52.71147156	7	CO	January	0.17	2017	Winter	0.7861111111111111	0.6972222222222222	0.8988888888888888	0.74875	2017_NL_CO	0.7837142857142857
10102	NL	St. John's	2017	2018	47.56037902832031	-52.71147156	7	NO	January	3	2017	Winter	1.3888888888888888	1.5	1.3333333333333333	1.2941176470588236	2017_NL_NO	1.380281690140845
10102	NL	St. John's	2017	2018	47.56037902832031	-52.71147156	7	NO2	January	7	2017	Winter	2.4444444444444446	1.7777777777777777	2.6666666666666665	3.4705882352941178	2017_NL_NO2	2.5774647887323945
10102	NL	St. John's	2017	2018	47.56037902832031	-52.71147156	7	NOX	January	10	2017	Winter	3.611111111111111	3.5	3.888888888888889	4.882352941176471	2017_NL_NOX	3.9577464788732395
10102	NL	St. John's	2017	2018	47.56037902832031	-52.71147156	7	O3	January	37	2017	Winter	35	23.333333333333332	24.541666666666668	36.291666666666664	2017_NL_O3	29.791666666666668
10102	NL	St. John's	2017	2018	47.56037902832031	-52.71147156	7	PM2.5	January	6	2017	Winter	4.944444444444445	3.9444444444444446	4.777777777777778	6	2017_NL_PM2.5	4.916666666666667
10102	NL	St. John's	2017	2018	47.56037902832031	-52.71147156	7	SO2	January	0.8	2017	Winter	0.4	0.31176470588235294	0.38571428571428573	0.47333333333333333	2017_NL_SO2	0.390625
30113	NS	Halifax	2017	2018	44.64710998535156	-63.5736618	28	CO	January	NA	2017	Winter	0.18333333333333335	0.10666666666666667	0.13333333333333333	0.14333333333333334	2017_NS_CO	0.14166666666666666
30113	NS	Halifax	2017	2018	44.64710998535156	-63.5736618	28	NO	January	NA	2017	Winter	1.1904761904761905	1.1428571428571428	1.619047619047619	1.4761904761904763	2017_NS_NO	1.3571428571428572
30113	NS	Halifax	2017	2018	44.64710998535156	-63.5736618	28	NO2	January	NA	2017	Winter	2.2857142857142856	1.7619047619047619	2.2857142857142856	3.142857142857143	2017_NS_NO2	2.369047619047619
30113	NS	Halifax	2017	2018	44.64710998535156	-63.5736618	28	NOX	January	NA	2017	Winter	3.3333333333333335	2.8095238095238093	3.8095238095238093	4.523809523809524	2017_NS_NOX	3.619047619047619
30113	NS	Halifax	2017	2018	44.64710998535156	-63.5736618	28	O3	January	NA	2017	Winter	31.666666666666668	23.77777777777778	21.48148148148148	31.36	2017_NS_O3	26.99056603773585
30113	NS	Halifax	2017	2018	44.64710998535156	-63.5736618	28	PM2.5	January	7	2017	Winter	5.476190476190476	4.619047619047619	4.65	6.0476190476190474	2017_NS_PM2.5	5.204819277108434
30113	NS	Halifax	2017	2018	44.64710998535156	-63.5736618	28	SO2	January	NA	2017	Winter	0.43333333333333335	0.31333333333333335	0.32	0.4	2017_NS_SO2	0.3666666666666667
129003	NT	Yellowknife	2017	2018	62.45206832885742	-114.3639984	193	CO	January	0.23	2017	Winter	0.4288888888888889	0.095555556	0.11666666666666667	0.29555555555555557	2017_NT_CO	0.23416666666666666
129003	NT	Yellowknife	2017	2018	62.45206832885742	-114.3639984	193	NO	January	3	2017	Winter	1.9166666666666667	1.25	1.25	1.5	2017_NT_NO	1.4791666666666667
129003	NT	Yellowknife	2017	2018	62.45206832885742	-114.3639984	193	NO2	January	7	2017	Winter	1.5833333333333333	0.4166666666666667	2.0833333333333335	4.416666666666667	2017_NT_NO2	2.125
129003	NT	Yellowknife	2017	2018	62.45206832885742	-114.3639984	193	NOX	January	10	2017	Winter	4.111111111111111	1.3333333333333333	3.6666666666666665	6.090909090909091	2017_NT_NOX	3.9210526315789473
129003	NT	Yellowknife	2017	2018	62.45206832885742	-114.3639984	193	O3	January	25	2017	Winter	31.866666666666667	20.642857142857142	21.266666666666666	28.36842105263158	2017_NT_O3	25.793650793650794
129003	NT	Yellowknife	2017	2018	62.45206832885742	-114.3639984	193	PM10	January	11	2017	Winter	17.25	20.416666666666668	9.75	11.444444444444445	2017_NT_PM10	14.933333333333334
129003	NT	Yellowknife	2017	2018	62.45206832885742	-114.3639984	193	PM2.5	January	8	2017	Winter	4.416666666666667	5.416666666666667	3.888888888888889	6.2727272727272725	2017_NT_PM2.5	5.045454545454546
129003	NT	Yellowknife	2017	2018	62.45206832885742	-114.3639984	193	SO2	January	0.2	2017	Winter	0.20833333333333334	0.17500000000000002	0.225	0.21666666666666667	2017_NT_SO2	0.20625000000000002
129303	NU	Iqaluit	2017	2018	63.75161743164062	-68.52243042	35	NO	January	7	2017	Winter	NA	3.3333333333333335	4	7	2017_NU_NO	4.777777777777778
129303	NU	Iqaluit	2017	2018	63.75161743164062	-68.52243042	35	NO2	January	10	2017	Winter	NA	4	4.666666666666667	10.333333333333334	2017_NU_NO2	6.333333333333333
129303	NU	Iqaluit	2017	2018	63.75161743164062	-68.52243042	35	NOX	January	16	2017	Winter	NA	7	8.666666666666666	16.666666666666668	2017_NU_NOX	10.777777777777779
129303	NU	Iqaluit	2017	2018	63.75161743164062	-68.52243042	35	O3	January	NA	2017	Winter	NA	19.666666666666668	26	28	2017_NU_O3	24.125
129303	NU	Iqaluit	2017	2018	63.75161743164062	-68.52243042	35	PM2.5	January	6	2017	Winter	3.3333333333333335	3	2	5	2017_NU_PM2.5	3.6666666666666665
129303	NU	Iqaluit	2017	2018	63.75161743164062	-68.52243042	35	SO2	January	0.4	2017	Winter	NA	NA	0.5333333333333333	0.43333333333333335	2017_NU_SO2	0.48333333333333334
60104	ON	Ottawa	2017	2018	45.43432998657227	-75.6760025	68	CO	January	NA	2017	Winter	0.26666666666666666	0.22066666666666665	0.25466666666666665	0.27266666666666667	2017_ON_CO	0.25366666666666665
60104	ON	Ottawa	2017	2018	45.43432998657227	-75.6760025	68	NO	January	3	2017	Winter	2.8823529411764706	1.8916666666666666	3.9166666666666665	3.1610169491525424	2017_ON_NO	2.9622641509433962
60104	ON	Ottawa	2017	2018	45.43432998657227	-75.6760025	68	NO2	January	13	2017	Winter	8.378151260504202	5.825	7.725	9.533898305084746	2017_ON_NO2	7.8574423480083855
60104	ON	Ottawa	2017	2018	45.43432998657227	-75.6760025	68	NOX	January	16	2017	Winter	11.193277310924369	7.608333333333333	11.658333333333333	12.677966101694915	2017_ON_NOX	10.775681341719078
60104	ON	Ottawa	2017	2018	45.43432998657227	-75.6760025	68	O3	January	22	2017	Winter	32.74285714285714	29.872340425531913	21.893617021276597	25.411347517730498	2017_ON_O3	27.47069271758437
60104	ON	Ottawa	2017	2018	45.43432998657227	-75.6760025	68	PM2.5	January	8	2017	Winter	6.84	5.992063492063492	6.048	7.285714285714286	2017_ON_PM2.5	6.541832669
60104	ON	Ottawa	2017	2018	45.43432998657227	-75.6760025	68	SO2	January	0.3	2017	Winter	1.7463414634146341	1.4102564102564104	0.9256410256410257	1.078048780487805	2017_ON_SO2	1.293125
20104	PE	Charlottetown	2017	2018	46.23300170898438	-63.13666916	21	NO	January	0	2017	Winter	0	0	0.25	0.1111111111111111	2017_PE_NO	0.09375
20104	PE	Charlottetown	2017	2018	46.23300170898438	-63.13666916	21	NO2	January	3	2017	Winter	1.2857142857142858	0.75	0.75	1	2017_PE_NO2	0.9375
20104	PE	Charlottetown	2017	2018	46.23300170898438	-63.13666916	21	NOX	January	3	2017	Winter	1.4285714285714286	0.75	1	1.2222222222222223	2017_PE_NOX	1.09375
20104	PE	Charlottetown	2017	2018	46.23300170898438	-63.13666916	21	O3	January	31	2017	Winter	32.77777777777778	22.375	21.88888888888889	33.875	2017_PE_O3	27.705882352941178
20301	PE	Wellington	2017	2018	46.47843170166016	-63.98762894	6	PM2.5	January	6	2017	Winter	5.5	7.333333333333333	6.666666666666667	7.428571428571429	2017_PE_PM2.5	6.666666666666667
20104	PE	Charlottetown	2017	2018	46.23300170898438	-63.13666916	21	SO2	January	0.6	2017	Winter	0.9333333333333333	0.26666666666666666	0.23333333333333334	0.6333333333333333	2017_PE_SO2	0.5166666666666667
50109	QC	Montréal	2017	2018	45.50264739990234	-73.66390991	41	CO	January	0.3	2017	Winter	0.208	0.19533333333333333	0.20107142857142857	0.24434782608695652	2017_QC_CO	0.21036036036036038
50103	QC	Montréal	2017	2018	45.64102554321289	-73.49967957	19	NO	January	3	2017	Winter	2.1333333333333333	1.6779661016949152	3.7017543859649122	3.6166666666666667	2017_QC_NO	2.7754237288135593
50103	QC	Montréal	2017	2018	45.64102554321289	-73.49967957	19	NO2	January	12	2017	Winter	7.333333333333333	5.627118644067797	7.561403509	10.083333333333334	2017_QC_NO2	7.661016949152542
54401	QC	Saint-Anicet	2017	2018	45.12062454223633	-74.28959656	50	NOX	January	3	2017	Winter	NA	NA	NA	3.5	2017_QC_NOX	3.5
50103	QC	Montréal	2017	2018	45.64102554321289	-73.49967957	19	O3	January	23	2017	Winter	33.25874125874126	23.979166666666668	19.00729927007299	28.85820895522388	2017_QC_O3	26.308243727598565
50103	QC	Montréal	2017	2018	45.64102554321289	-73.49967957	19	PM2.5	January	10	2017	Winter	6.094488188976378	6.253968253968254	5.65	7.777777777777778	2017_QC_PM2.5	6.452905811623246
50103	QC	Montréal	2017	2018	45.64102554321289	-73.49967957	19	SO2	January	1.3	2017	Winter	1.1555555555555554	0.9611111111111111	1.0888888888888888	1.3	2017_QC_SO2	1.1263888888888889
80111	SK	Regina	2017	2018	50.45270156860352	-104.6159973	585	CO	January	0.22	2017	Winter	0.2	0.13666666666666666	0.20166666666666666	0.21833333333333332	2017_SK_CO	0.18916666666666668
80111	SK	Regina	2017	2018	50.45270156860352	-104.6159973	585	NO	January	6	2017	Winter	4	1.8333333333333333	5.5	7.142857142857143	2017_SK_NO	4.734693878
80111	SK	Regina	2017	2018	50.45270156860352	-104.6159973	585	NO2	January	13	2017	Winter	6.454545454545454	4.5	6.5	10.142857142857142	2017_SK_NO2	7.040816326530612
80111	SK	Regina	2017	2018	50.45270156860352	-104.6159973	585	NOX	January	18	2017	Winter	10.545454545454545	6.416666666666667	11.916666666666666	17.142857142857142	2017_SK_NOX	11.755102040816327
80111	SK	Regina	2017	2018	50.45270156860352	-104.6159973	585	O3	January	22	2017	Winter	25.666666666666668	25.266666666666666	18.8	26	2017_SK_O3	24
80111	SK	Regina	2017	2018	50.45270156860352	-104.6159973	585	PM10	January	11	2017	Winter	27.666666666666668	NA	25	8.6	2017_SK_PM10	16.77777777777778
80111	SK	Regina	2017	2018	50.45270156860352	-104.6159973	585	PM2.5	January	6	2017	Winter	8.5	6.2	6	6.461538461538462	2017_SK_PM2.5	6.826086956521739
80111	SK	Regina	2017	2018	50.45270156860352	-104.6159973	585	SO2	January	0.2	2017	Winter	0.20666666666666667	0.24166666666666667	0.22142857142857142	0.22941176470588234	2017_SK_SO2	0.22413793103448276
119004	YU	Whitehorse	2017	2018	60.71971893310547	-135.0587463	640	NO	January	8	2017	Winter	1.3333333333333333	1	2.5	7.666666666666667	2017_YU_NO	3.4
119004	YU	Whitehorse	2017	2018	60.71971893310547	-135.0587463	640	NO2	January	13	2017	Winter	3.6666666666666665	1	5.5	13.666666666666666	2017_YU_NO2	7.111111111111111
119004	YU	Whitehorse	2017	2018	60.71971893310547	-135.0587463	640	NOX	January	21	2017	Winter	5	1	8	21	2017_YU_NOX	10.555555555555555
119004	YU	Whitehorse	2017	2018	60.71971893310547	-135.0587463	640	O3	January	24	2017	Winter	32	22.333333333333332	19.333333333333332	22.666666666666668	2017_YU_O3	24.083333333333332
119004	YU	Whitehorse	2017	2018	60.71971893310547	-135.0587463	640	PM2.5	January	9	2017	Winter	2.6666666666666665	2.6666666666666665	3	8.666666666666666	2017_YU_PM2.5	4.25
90120	AB	Edmonton	2018	2019	53.50022125244141	-113.5260544	681	CO	January	0.28	2018	Winter	0.18628571428571428	0.17972222222222223	0.2086111111111111	0.24045454545454545	2018_AB_CO	0.20582781456953642
90120	AB	Edmonton	2018	2019	53.50022125244141	-113.5260544	681	NO	January	10	2018	Winter	1.6412213740458015	0.8740740740740741	2.551470588235294	4.241134752	2018_AB_NO	2.3535911602209945
90120	AB	Edmonton	2018	2019	53.50022125244141	-113.5260544	681	NO2	January	18	2018	Winter	5.2611940298507465	3.536231884057971	6.280575539568345	10.32394366197183	2018_AB_NO2	6.386980108499096
90120	AB	Edmonton	2018	2019	53.50022125244141	-113.5260544	681	NOX	January	28	2018	Winter	6.917910447761194	4.434782608695652	8.834532374	14.443661971830986	2018_AB_NOX	8.712477396
90120	AB	Edmonton	2018	2019	53.50022125244141	-113.5260544	681	O3	January	16	2018	Winter	31.741666666666667	28.463414634146343	22.451612903225808	25.26984126984127	2018_AB_O3	26.933062880324545
90120	AB	Edmonton	2018	2019	53.50022125244141	-113.5260544	681	PM2.5	January	9	2018	Winter	4.7795275590551185	9.488372093023257	6.671875	5.616541353383458	2018_AB_PM2.5	6.638297872340425
90120	AB	Edmonton	2018	2019	53.50022125244141	-113.5260544	681	SO2	January	0.5	2018	Winter	0.5714285714285714	0.48294573643410854	0.41615384615384615	0.5712121212121212	2018_AB_SO2	0.5102514506769826
100110	BC	Metro Van - Burnaby	2018	2019	49.27921295166016	-122.9707108	104	CO	January	0.18	2018	Winter	0.18861538461538463	0.18225806451612903	0.22396825396825398	0.2515873015873016	2018_BC_CO	0.21154150197628457
100103	BC	Metro Van - New Westminster	2018	2019	49.22704315185547	-122.8944855	45	NO	January	26	2018	Winter	2.6412213740458017	3.2890625	6.5	10.634920634920634	2018_BC_NO	5.722986247544204
100103	BC	Metro Van - New Westminster	2018	2019	49.22704315185547	-122.8944855	45	NO2	January	21	2018	Winter	7.145038167938932	7.140625	9.443548387096774	11.57480315	2018_BC_NO2	8.805882352941177
100103	BC	Metro Van - New Westminster	2018	2019	49.22704315185547	-122.8944855	45	NOX	January	47	2018	Winter	12.222222222222221	14.130434782608695	19.65277777777778	26.706666666666667	2018_BC_NOX	18.30902777777778
100103	BC	Metro Van - New Westminster	2018	2019	49.22704315185547	-122.8944855	45	O3	January	10	2018	Winter	27.069767441860463	21.672	15.56910569105691	16.548387096774192	2018_BC_O3	20.295409181636728
100110	BC	Metro Van - Burnaby	2018	2019	49.27921295166016	-122.9707108	104	PM10	January	5	2018	Winter	10.836065573770492	22	13.836363636363636	8.448275862068966	2018_BC_PM10	13.88135593220339
100103	BC	Metro Van - New Westminster	2018	2019	49.22704315185547	-122.8944855	45	PM2.5	January	5	2018	Winter	4.640243902439025	11.030864197530864	8.272151898734178	7.470588235294118	2018_BC_PM2.5	7.846153846153846
100110	BC	Metro Van - Burnaby	2018	2019	49.27921295166016	-122.9707108	104	SO2	January	0.1	2018	Winter	1.413953488372093	1.6107692307692307	1.4808	1.2804878048780488	2018_BC_SO2	1.4485207100591717
70119	MB	Winnipeg	2018	2019	49.89799118041992	-97.14653015	229	CO	January	0.03	2018	Winter	0.395	0.19	0.09	0.056666667	2018_MB_CO	0.15777777777777777
70203	MB	Brandon	2018	2019	49.83917999267578	-99.92060089	385	NO	January	8	2018	Winter	2.3333333333333335	1.3333333333333333	2.3333333333333335	7	2018_MB_NO	3.25
70203	MB	Brandon	2018	2019	49.83917999267578	-99.92060089	385	NO2	January	18	2018	Winter	7	5.333333333333333	6.333333333333333	16	2018_MB_NO2	8.666666666666666
70203	MB	Brandon	2018	2019	49.83917999267578	-99.92060089	385	NOX	January	26	2018	Winter	9	6.666666666666667	9	22.666666666666668	2018_MB_NOX	11.833333333333334
70203	MB	Brandon	2018	2019	49.83917999267578	-99.92060089	385	O3	January	NA	2018	Winter	31.75	23.7	22.333333333333332	29.375	2018_MB_O3	26.69047619047619
70119	MB	Winnipeg	2018	2019	49.89799118041992	-97.14653015	229	PM10	January	8	2018	Winter	18.583333333333332	16.5	11.5	6.7272727272727275	2018_MB_PM10	13.418604651162791
70118	MB	Winnipeg	2018	2019	49.93207168579102	-97.11316681	227	PM2.5	January	1	2018	Winter	5.466666666666667	7.153846153846154	7.066666666666666	6.928571428571429	2018_MB_PM2.5	6.631578947368421
70119	MB	Winnipeg	2018	2019	49.89799118041992	-97.14653015	229	SO2	January	0.6	2018	Winter	1.5833333333333333	1.6	1.2166666666666668	0.6875	2018_MB_SO2	1.226923076923077
40209	NB	Saint John	2018	2019	45.28028106689453	-66.05610657	41	CO	January	0.18	2018	Winter	0.165	0.14833333333333334	0.16666666666666666	0.19166666666666668	2018_NB_CO	0.16791666666666666
40104	NB	Fredericton	2018	2019	45.95729064941406	-66.64523315	10	NO	January	1	2018	Winter	0.9375	0.8666666666666667	1.3333333333333333	1.4285714285714286	2018_NB_NO	1.1714285714285715
40104	NB	Fredericton	2018	2019	45.95729064941406	-66.64523315	10	NO2	January	4	2018	Winter	3.25	2.933333333333333	3.0555555555555554	4.238095238095238	2018_NB_NO2	3.4285714285714284
40104	NB	Fredericton	2018	2019	45.95729064941406	-66.64523315	10	NOX	January	5	2018	Winter	4.125	3.933333333333333	4.277777777777778	5.571428571428571	2018_NB_NOX	4.557142857142857
40104	NB	Fredericton	2018	2019	45.95729064941406	-66.64523315	10	O3	January	32	2018	Winter	34.52	22.833333333333332	23.962962962962962	31.107142857142858	2018_NB_O3	28.16346153846154
40104	NB	Fredericton	2018	2019	45.95729064941406	-66.64523315	10	PM2.5	January	6	2018	Winter	4.863636363636363	5.947368421052632	6.166666666666667	5.72	2018_NB_PM2.5	5.677777777777778
40203	NB	Saint John	2018	2019	45.30876159667969	-66.0083847	41	SO2	January	0.6	2018	Winter	0.8083333333333333	0.73	0.85	1.0733333333333333	2018_NB_SO2	0.8836734693877552
10102	NL	St. John's	2018	2019	47.56037902832031	-52.71147156	7	CO	January	0.18	2018	Winter	0.17200000000000001	0.156	0.17066666666666666	0.16533333333333333	2018_NL_CO	0.166
10102	NL	St. John's	2018	2019	47.56037902832031	-52.71147156	7	NO	January	2	2018	Winter	1.1666666666666667	2.2777777777777777	1.2352941176470589	1.3333333333333333	2018_NL_NO	1.5147058823529411
10102	NL	St. John's	2018	2019	47.56037902832031	-52.71147156	7	NO2	January	6	2018	Winter	2.888888888888889	2.3333333333333335	2.235294117647059	2.8	2018_NL_NO2	2.5588235294117645
10102	NL	St. John's	2018	2019	47.56037902832031	-52.71147156	7	NOX	January	8	2018	Winter	4.166666666666667	4.611111111111111	3.5294117647058822	4.133333333333334	2018_NL_NOX	4.117647058823529
10102	NL	St. John's	2018	2019	47.56037902832031	-52.71147156	7	O3	January	34	2018	Winter	37.142857142857146	22.17391304347826	24.833333333333332	32.083333333333336	2018_NL_O3	28.869565217391305
10102	NL	St. John's	2018	2019	47.56037902832031	-52.71147156	7	PM2.5	January	4	2018	Winter	5.9375	4.777777777777778	4.888888888888889	5.944444444444445	2018_NL_PM2.5	5.371428571428571
10102	NL	St. John's	2018	2019	47.56037902832031	-52.71147156	7	SO2	January	0.5	2018	Winter	0.5555555555555556	0.55625	0.4666666666666667	0.5222222222222223	2018_NL_SO2	0.5242857142857142
30113	NS	Halifax	2018	2019	44.64710998535156	-63.5736618	28	CO	January	0.15	2018	Winter	0.12555555555555556	0.11888888888888889	0.14444444444444443	0.16857142857142857	2018_NS_CO	0.1376470588235294
30113	NS	Halifax	2018	2019	44.64710998535156	-63.5736618	28	NO	January	2	2018	Winter	1.434782608695652	1.4761904761904763	1.7619047619047619	1.2105263157894737	2018_NS_NO	1.4761904761904763
30113	NS	Halifax	2018	2019	44.64710998535156	-63.5736618	28	NO2	January	6	2018	Winter	2.9565217391304346	2.4285714285714284	2.5714285714285716	3.0526315789473686	2018_NS_NO2	2.75
30113	NS	Halifax	2018	2019	44.64710998535156	-63.5736618	28	NOX	January	8	2018	Winter	4.130434782608695	4.0476190476190474	4.380952380952381	4.368421052631579	2018_NS_NOX	4.226190476190476
30113	NS	Halifax	2018	2019	44.64710998535156	-63.5736618	28	O3	January	29	2018	Winter	33.629629629629626	24.074074074074073	24.11111111111111	31.6	2018_NS_O3	28.29245283018868
30113	NS	Halifax	2018	2019	44.64710998535156	-63.5736618	28	PM2.5	January	7	2018	Winter	6	6.380952380952381	5.15	5.9523809523809526	2018_NS_PM2.5	5.879518072289157
30113	NS	Halifax	2018	2019	44.64710998535156	-63.5736618	28	SO2	January	0.4	2018	Winter	0.4823529411764706	0.39444444444444443	0.3611111111111111	0.3875	2018_NS_SO2	0.4057971014492754
129003	NT	Yellowknife	2018	2019	62.45206832885742	-114.3639984	193	CO	January	0.2	2018	Winter	0.20222222222222222	0.15857142857142856	0.08375	0.16777777777777778	2018_NT_CO	0.15484848484848485
129003	NT	Yellowknife	2018	2019	62.45206832885742	-114.3639984	193	NO	January	2	2018	Winter	1.1666666666666667	0.2727272727272727	1	1.9166666666666667	2018_NT_NO	1.108695652173913
129003	NT	Yellowknife	2018	2019	62.45206832885742	-114.3639984	193	NO2	January	6	2018	Winter	2.8333333333333335	1.1818181818181819	2	3.6666666666666665	2018_NT_NO2	2.4565217391304346
129003	NT	Yellowknife	2018	2019	62.45206832885742	-114.3639984	193	NOX	January	8	2018	Winter	3.3333333333333335	1.1818181818181819	2.8181818181818183	5.083333333333333	2018_NT_NOX	3.152173913043478
129003	NT	Yellowknife	2018	2019	62.45206832885742	-114.3639984	193	O3	January	25	2018	Winter	28.11111111111111	20.857142857142858	23.571428571428573	29.166666666666668	2018_NT_O3	25.17948717948718
129003	NT	Yellowknife	2018	2019	62.45206832885742	-114.3639984	193	PM10	January	10	2018	Winter	19.22222222222222	19.77777777777778	8.444444444444445	9.75	2018_NT_PM10	15.03225806451613
